x y color
-0.9112450809740906 -2.7855115454798973 1
-4.619232429021116 -0.07891604967443477 1
-1.553977921560291 -4.5307482761768725 1
-1.446546324433573 2.3422247556228246 0
4.675001842633259 -4.693159692393972 0
-2.351203913125439 -1.6449047881703716 1
-0.36261267890012583 4.473485455812758 0
3.3207168264225633 -4.143575786291435 0
-4.680435804857709 0.5750880106051959 1
-4.157572253938977 -0.36925710116882904 1
3.7083661368708114 -3.258502425705463 0
-1.633341635597879 2.466172521143922 0
0.3726399323200855 2.756420896734081 1
3.693390764672987 2.0922714327572 1
-2.537972604488216 3.3957995916644474 0
2.556948691313192 0.2463862752716519 1
0.05396506129729328 -4.649475693151423 0
-0.03831769630852655 -2.6446179324852137 0
-1.7119741345410464 2.2181156352406903 0
-2.071134074315001 -1.5814914650591936 1
-4.751981739404535 3.8469404652012393 0
-4.452010049389221 -3.608890268385063 1
-2.7566314570701147 2.515996688388933 0
2.1197013486699507 -3.193031743556476 0
-0.7885083565440043 3.4333570164041856 0
-2.385847097198365 1.8697617410706826 0
-0.6807588716405997 -1.8028518726071194 1
3.743794443736874 1.7427162095997204 1
1.3067184541995598 1.6762130282351242 1
2.8565214168951814 1.0616192212560591 1
-1.9439038518580922 -2.1665723548110627 1
3.135766046549479 3.689524361354433 1
-4.872150223837538 0.7627010827005414 1
2.5228109734894595 4.43170950987162 1
2.5129388099993433 1.4110899295678632 1
1.1078909012041507 3.7826839259747125 1
2.1877494883090627 -1.0460535380530365 1
-4.483005489052739 2.2006140396984097 0
2.301069602377714 -0.8773779397677375 1
-1.0545118625979932 -3.351607128732045 1
2.3273385617972995 -3.2181516737354263 0
-4.680927192246651 -4.996784820023718 1
3.151607181754091 4.9062806439815105 1
3.0088740648659993 1.9651436440843195 1
2.9429991789343637 -1.7923956210389678 0
-1.902661840790488 3.9742117781894546 0
2.241016840250274 3.1583196535905227 1
-1.6900000236735346 -0.03389780045936064 0
0.3094600349396419 -1.2772584765285155 0
-2.298264771752722 -0.26475513916985083 1
4.971497911844132 -1.8122404840198678 0
-3.3343462269773774 4.7600259636556395 0
-0.746465468162512 4.261502166262103 0
2.475176896036519 0.6596919245803692 1
3.787452088571092 -3.6990660544677025 0
-4.282192998179685 -0.35336045964962093 1
1.3516176359670204 2.625830981971344 1
2.7982153382169734 -4.41067739043577 0
-1.7263830142332903 0.08621891692490724 0
-0.44462841485258764 0.5288572566152112 0
2.606602200165378 -3.965205381354431 0
0.8933194294547953 4.405566862646289 1
2.331651707303352 -2.5214577278544903 0
1.0581259333237654 0.5617171377289001 1
0.5405772815590453 -2.1981211687933966 0
3.0580670379597468 -3.201084494625986 0
-0.5153946297824641 3.5818376550347892 0
-0.10073551859241192 -4.647160816797596 0
-1.4862046107700544 2.907492166844717 0
1.299206880297687 0.023705783910946465 1
-3.086371732480008 3.1829120487361813 0
1.8517687030494407 -2.2167334101222522 0
0.401493135088292 -2.2774494706933957 0
-3.572550115145284 -1.9506942158059015 1
0.7982381926485393 -0.03501355711939347 1
-2.6607788301253787 3.1863658668181003 0
0.2125103399927033 1.4164857148187204 0
-2.4522959752697657 2.5133528312961726 0
3.6525871637102867 2.470694369775421 1
-3.808466342007738 -3.424314771319432 1
1.1198421091840967 -4.254103964529844 0
-1.4041060801567795 -3.062135543783371 1
0.4237986935779148 -2.3333498609286476 0
-0.8300912612457676 -4.482009117570045 1
2.479161993857649 -0.08501755286777879 1
-2.457637735497229 1.7226815585381257 0
3.7268995109097585 -2.4838740465945017 0
3.2826490489008116 4.632489414587482 1
1.70281864465304 4.6339167550213105 1
-2.552182896455477 4.765109764351788 0
3.194369843727614 -4.841715221007707 0
3.7445858211153524 -3.678431396587877 0
1.524481859558363 0.2900176549631608 1
-3.196524752199773 -0.3246796579661213 1
-1.9378507650141774 -3.8015415626913427 1
-3.0497191293993806 -3.841551231221331 1
4.68216641528074 -0.9934727728282908 0
0.6743158969185972 1.929426030370708 1
0.11502856664587746 -2.140090009411736 0
-2.7587123999474086 -2.913660560757223 1
-0.8344245144049376 2.2916708300489272 0
4.234010023604226 -3.0952132269262544 0
4.165995994644451 -4.135183251923587 0
-1.0830200149039984 0.22778408708785491 0
3.107619639849153 -1.5328902148549717 0
-0.27550456036243176 -0.9060821923257354 0
2.433247854797626 -3.4868264819766157 0
-1.1091048064111586 1.0053753300788735 0
1.9944361832613282 -0.6696229224272008 1
-4.015498352605038 -1.4962568962901388 1
-0.10038187697859602 -2.5693889567259443 0
-3.5302526314392715 2.891414112420355 0
-4.314032199959899 -1.9001358076043164 1
1.4489617883047483 -4.298734005935038 0
-0.3468524828459971 -2.733440242248485 1
2.2550057529210568 1.5999351682230367 1
-4.201207830431681 0.07307949207054598 1
0.5017242975982832 -3.263779003396138 0
-3.804360146824565 -2.406299855265245 1
4.0479052451620525 1.4134255525569301 1
-3.6372990261185 -2.109325573488887 1
1.0932449574803869 1.7970833449715782 1
2.6408712159391845 1.3573096466898367 1
-4.7587337333406925 3.4672767772824145 0
-1.3366097069034044 -3.8656962801518047 1
-1.4729456275921118 -0.0816437560607639 0
-0.7050455669991331 4.450462644252278 0
1.5633874199837852 -2.0422004145834483 0
-4.900297974312484 1.4150529409588861 1
-2.4917871388464254 -0.751417302157396 1
4.839551686890653 1.6293358921054635 1
-1.9521636471060502 2.967286405550386 0
-2.7457336685040277 0.27477448708937224 0
-0.4831770768182144 -3.72966661846538 1
4.871386444792181 4.603012957387245 1
-3.0105423610862445 2.1298720316426936 0
-0.3824186197656987 -2.4936985330489545 1
3.2164594826786104 3.428569505800569 1
1.8647737547474863 1.5371660942630774 1
-1.9355849989347917 3.7582273184726294 0
-4.558669966767287 -4.6389233361122955 1
-1.81357201756718 4.312320650036936 0
-0.23949196281510599 -3.5391600693069334 1
-3.2779791437389907 4.279915819186741 0
-0.9647370752482765 -0.9073252124800701 1
3.650011819730457 -3.54677179929618 0
3.3124532529950415 2.026729521664895 1
-3.5238988719379982 4.019458458411542 0
-2.8080501383103575 3.1078377657634064 0
3.0984747581097043 2.5079313313303286 1
-1.4807231766793736 -4.671880229121591 1
1.001326965013238 0.9173332348277983 1
-1.112503071469757 -0.11718990406620744 0
-2.261301183292094 -3.6211268920859316 1
1.3929642579827384 -1.6384403100941602 0
-4.3335821071161345 -2.8034478052110154 1
-1.3714341677887196 4.7215886167607675 0
-0.09622875058704672 3.177280333404097 0
-4.786577005509647 0.1316011287305896 1
-1.683982898655719 3.3698882847210516 0
-2.8509559737513412 3.0063019129418986 0
-4.9295987634411915 0.040447340854827374 1
-2.7258298671359493 4.371622216730351 0
4.600847345567885 4.577430129570127 1
4.390762003750851 1.3573271307511234 1
-2.3060603091328016 -1.7338297027091096 1
4.039656974811104 -1.821045407090176 0
-1.7681635771148843 3.4097405386802517 0
1.4356122605648212 -4.599722683936445 0
-1.2590840089602748 1.8483787964999365 0
4.537611010005927 2.9237439722541625 1
-3.811770618181324 -2.139891002206782 1
-2.0176263844595477 -1.5688094173371372 1
-2.746086570142415 -0.7687415829083166 1
2.239020896637081 -3.184104777852558 0
-4.028526137073541 0.51687229620204 1
-2.7287196602715245 1.1674088917538672 0
1.2810560294832296 1.5716992597461434 1
-4.146426220078192 -0.005334579529216121 1
2.4360008767756867 2.1100287123099504 1
3.3743601832933017 3.76257521607317 1
4.911175988791225 -4.2008947343462735 0
0.5979507883905377 -0.4367149125991734 1
-2.1899417798832097 -0.18666169551208966 0
0.29897452732484275 1.4727599120547685 0
1.3111955603163983 1.4519705119946114 1
-4.923528220202069 -3.1144974368915204 1
1.8492649000176336 -4.393467619357434 0
0.026382764051277263 4.791406771032543 0
4.265149883282769 3.441624007812802 1
3.5813185190735624 1.1936581109258242 1
-4.217245382053639 -1.2748848795883494 1
3.0402933759361197 1.0245427031818108 1
4.049178696590225 0.9453631204792137 1
1.9182430879382846 -2.926018412422059 0
3.674540380628276 4.267254241758653 1
3.954139323150601 -4.733104780460906 0
-3.907927747711156 -0.5532211632213428 1
-2.975106484779838 -2.638829249798774 1
-2.5858606022754724 3.486027343207681 0
-3.378245809693592 -3.126606363138844 1
2.898277222232341 -3.556822681206687 0
-2.9663663253819426 1.728116004307263 0
-2.3509082553950913 -0.6286214462062869 1
0.9217607698706871 -2.1254259337246717 0
-1.4828209509139203 -2.1363728013537364 1
-2.1441866496217585 2.7723466489114577 0
2.422859384280591 -4.01005741185621 0
